remedy_id,symptom_id
Abrotanum [Abrot.],RæVES: angoissants.
Abrotanum [Abrot.],"RæVES: chiens, de."
Abrotanum [Abrot.],"RæVES: chiens, de: fous."
Abrotanum [Abrot.],RæVES: effrayants.
Abrotanum [Abrot.],SOMNOLENCE.
Abrotanum [Abrot.],FROID.
Abrotanum [Abrot.],HECTIQUE.
Abrotanum [Abrot.],"INTENSE, Acc s de chaleur."
Abrotanum [Abrot.],ABONDANCE: abondante.
Abrotanum [Abrot.],ƒRUPTION: furoncles.
Abrotanum [Abrot.],"MATIN, Le."
Abrotanum [Abrot.],SOIR: le soir.
Abrotanum [Abrot.],NUIT: la nuit.
Abrotanum [Abrot.],AIR: grand air: amŽlioration au grand air.
Abrotanum [Abrot.],"CHANGEMENTS: temps, aggravation par les changements de."
Abrotanum [Abrot.],CONSTRICTION: sensation de constriction: pŽriphŽrique.
Abrotanum [Abrot.],DOULEURS: piquantes: internes.
Abrotanum [Abrot.],DOULEURS: piquantes: pŽriphŽriques.
Abrotanum [Abrot.],"DOULEURS: pression, ˆ type de: pŽriphŽriques."
Abrotanum [Abrot.],º ƒMACIATION. ·
Abrotanum [Abrot.],"Ä ƒMACIATION: haut, se propageant de bas en."
Abrotanum [Abrot.],Ä ƒMACIATION: marasme des enfants. ·
Abrotanum [Abrot.],ENGOURDISSEMENT: pŽriphŽrique.
Abrotanum [Abrot.],"FAIBLESSE PHYSIQUE, affaiblissement."
Abrotanum [Abrot.],"Ä FROID: aggravation: air froid, par l’. ·"
Abrotanum [Abrot.],"º MƒTASTATIQUES, Maladies. ·"
Abrotanum [Abrot.],MOUVEMENT: aggravation: par le mouvement.
Abrotanum [Abrot.],"MOUVEMENT: amŽlioration par le mouvement: affectŽe, de la rŽgion."
Abrotanum [Abrot.],"PICOTEMENT, Sensation de: interne."
Abrotanum [Abrot.],TREMBLEMENTS.
Abrotanum [Abrot.],"TREMBLEMENTS: rŽveille, quand il se"
